Date,Symbol,Series,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Year,Month,VWAP,Day_Per_Change,Trend,upper band,lower band,middle band
2017-06-22,MINDTREE,EQ,519.6,520.0,530.85,518.25,521.05,521.0,525.4,403163,211820055.15,7914,95596,23.71,2017,6,528.3837452111313,0.2694380292532772,Slight or No change,557.3872737619532,503.648440523761,530.5178571428571
2017-06-23,MINDTREE,EQ,521.0,531.95,537.5,525.0,532.0,532.0,531.87,1238632,658793281.85,22835,220177,17.78,2017,6,528.6524820187523,2.111324376199608,Positive,550.7278145848521,506.67218541514796,528.7
2017-06-27,MINDTREE,EQ,532.0,537.0,540.0,516.05,526.05,526.65,528.98,699296,369910443.5,15285,221803,31.72,2017,6,528.571850207561,-1.0056390977443597,Negative,546.7098263032885,507.8258879824257,527.2678571428571
2017-06-28,MINDTREE,EQ,526.65,525.0,534.0,520.55,529.95,531.1,529.33,336692,178221369.5,7826,73242,21.75,2017,6,528.6199311836048,0.8449634482103896,Slight positive,545.647779386005,508.05936347113806,526.8535714285715
2017-06-29,MINDTREE,EQ,531.1,548.7,548.7,525.3,527.0,528.7,533.11,2877419,1533985313.85,37587,1395145,48.49,2017,6,528.6311255368959,-0.4518922990020657,Slight or No change,542.0504914616589,509.5423656811983,525.7964285714286
2017-06-30,MINDTREE,EQ,528.7,529.1,532.0,523.0,530.9,529.0,527.44,470377,248097623.9,7901,245563,52.21,2017,6,528.6393677368935,0.0567429544164888,Slight or No change,539.7162185996874,510.48378140031264,525.1
2017-07-03,MINDTREE,EQ,529.0,530.9,534.0,525.1,529.0,529.05,528.71,823697,435494658.55,17213,486031,59.01,2017,7,528.6548298928424,0.009451795841197708,Slight or No change,536.5552991373576,512.1089865769283,524.3321428571429
2017-07-04,MINDTREE,EQ,529.05,535.0,535.95,529.05,535.0,534.4,532.27,912799,485857728.25,28323,597937,65.51,2017,7,528.8849599384272,1.0112465740478305,Positive,537.296180563813,511.7395337219012,524.5178571428571
2017-07-05,MINDTREE,EQ,534.4,535.0,545.7,535.0,543.0,541.8,540.49,1592847,860913064.15,32898,980114,61.53,2017,7,529.7287267128452,1.384730538922141,Positive,541.5620853559344,510.116486072637,525.8392857142857
2017-07-06,MINDTREE,EQ,541.8,542.0,546.6,539.6,545.9,544.8,542.96,820255,445366595.1,13739,498293,60.75,2017,7,530.2192737346708,0.5537098560354448,Slight positive,545.714834391198,509.8137370373734,527.7642857142857
2017-07-07,MINDTREE,EQ,544.8,544.9,548.8,538.05,540.7,539.15,543.07,1034523,561821559.7,17271,693438,67.03,2017,7,530.5714311235821,-1.0370778267253966,Negative,546.7761909177291,512.2095233679852,529.4928571428571
2017-07-10,MINDTREE,EQ,539.15,539.0,539.0,518.9,529.1,529.65,530.06,81549,43225589.8,1502,47018,57.66,2017,7,530.568575877445,-1.7620328294537746,Negative,545.8930089505748,515.0569910494253,530.475
2017-07-11,MINDTREE,EQ,529.65,530.5,531.5,523.4,524.5,524.7,527.49,499551,263505935.45,9874,250482,50.14,2017,7,530.4592537482409,-0.9345794392523256,Slight negative,545.390360957531,516.2667818996118,530.8285714285714
2017-07-12,MINDTREE,EQ,524.7,523.0,525.9,513.15,514.0,514.3,518.34,609499,315924801.5,9131,367221,60.25,2017,7,530.1001420815745,-1.9820850009529376,Negative,546.4716680203358,514.4283319796641,530.4499999999999
2017-07-13,MINDTREE,EQ,514.3,516.85,520.0,510.1,513.95,513.75,515.39,429212,221209563.35,11816,203188,47.34,2017,7,529.8482093229607,-0.1069414738479435,Slight or No change,547.6486109520607,512.2156747622249,529.9321428571428
2017-07-14,MINDTREE,EQ,513.75,513.75,518.8,510.55,514.0,514.95,514.91,692155,356397821.2,12260,394280,56.96,2017,7,529.4869915148128,0.2335766423357644,Slight or No change,548.0852564048449,509.3433150237264,528.7142857142857
2017-07-17,MINDTREE,EQ,514.95,515.9,520.35,512.15,514.25,514.0,517.04,819291,423604106.6,7607,495508,60.48,2017,7,529.054927039388,-0.18448393047869605,Slight or No change,548.7158545653174,506.90557400611095,527.8107142857142
2017-07-18,MINDTREE,EQ,514.0,516.9,516.9,506.0,507.15,508.4,510.12,462809,236088183.45,12582,157642,34.06,2017,7,528.7344640776937,-1.0894941634241315,Negative,549.39061785679,502.98795357178113,526.1892857142856
2017-07-19,MINDTREE,EQ,508.4,511.75,520.0,505.25,506.05,506.65,511.0,1084370,554107922.7,15183,251332,23.18,2017,7,527.9598071752839,-0.34421715184893564,Slight or No change,549.9746554207459,499.25391600782547,524.6142857142856
2017-07-20,MINDTREE,EQ,506.65,485.0,500.0,482.5,484.65,484.3,489.92,2193659,1074726916.8,33883,564402,25.73,2017,7,525.0669787174818,-4.411329320043412,Among top losers,554.487881808362,488.35497533449495,521.4214285714285
2017-07-21,MINDTREE,EQ,484.3,486.9,487.7,478.75,484.9,484.25,482.52,783117,377868220.4,14024,308124,39.35,2017,7,524.1238168979928,-0.010324179227749752,Slight or No change,556.3857638010176,480.05709334183933,518.2214285714284
2017-07-24,MINDTREE,EQ,484.25,485.0,489.9,482.1,483.5,483.55,485.61,291492,141550963.4,11053,101811,34.93,2017,7,523.777820286031,-0.14455343314403454,Slight or No change,555.6870898587222,473.49148156984916,514.5892857142857
2017-07-25,MINDTREE,EQ,483.55,485.6,485.6,475.0,481.95,481.85,480.58,357817,171961482.9,12055,91149,25.47,2017,7,523.3434700447029,-0.3515665391376266,Slight or No change,551.6837222068336,468.93056350745195,510.3071428571428
2017-07-26,MINDTREE,EQ,481.85,481.9,484.3,479.1,480.0,480.2,481.03,224292,107890090.7,5630,84660,37.75,2017,7,523.065117870716,-0.3424302168724802,Slight or No change,544.8480485098896,466.53766577582445,505.69285714285706
2017-07-27,MINDTREE,EQ,480.2,480.2,485.15,479.0,483.15,481.8,482.8,462695,223390930.3,12081,211090,45.62,2017,7,522.523115034737,0.33319450229072345,Slight or No change,537.5418030312233,465.65105411163375,501.59642857142853
2017-07-28,MINDTREE,EQ,481.8,483.15,483.15,476.75,479.0,479.5,478.9,118353,56679006.05,3282,42691,36.07,2017,7,522.3790534713875,-0.4773765047737633,Slight or No change,531.8502344754972,464.17833695307405,498.0142857142857
2017-07-31,MINDTREE,EQ,479.5,481.85,483.9,476.05,476.2,477.45,479.22,150644,72191931.1,3948,59542,39.52,2017,7,522.1883761439161,-0.4275286757038588,Slight or No change,526.369523139065,462.9090482895064,494.6392857142857
2017-08-01,MINDTREE,EQ,477.45,477.35,479.2,469.45,472.35,472.6,474.85,371419,176368459.9,13465,183546,49.42,2017,8,521.6748728339394,-1.0158131741543563,Negative,523.2694077970632,460.05202077436536,491.6607142857143
2017-08-02,MINDTREE,EQ,472.6,474.0,476.45,470.0,474.0,473.3,473.94,188148,89170151.1,9400,104624,55.61,2017,8,521.4224396258461,0.14811680067710056,Slight or No change,519.04918670116,458.4936704416972,488.7714285714286
2017-08-03,MINDTREE,EQ,473.3,470.05,473.25,461.5,462.95,465.9,467.1,215576,100695910.1,8860,104754,48.59,2017,8,521.0924448339794,-1.5634903866469596,Negative,513.7977229286982,456.7379913570161,485.26785714285717
2017-08-04,MINDTREE,EQ,465.9,464.8,473.25,461.75,472.2,471.05,467.36,439102,205217474.7,7820,259684,59.14,2017,8,520.493873332052,1.1053874221936155,Positive,506.3163525753443,458.0836474246557,482.2
2017-08-07,MINDTREE,EQ,471.05,471.0,485.35,468.1,484.0,483.2,479.88,357082,171355877.05,7136,201284,56.37,2017,8,520.1346094392055,2.5793440186816734,Positive,499.2874805910363,461.5125194089638,480.40000000000003
2017-08-08,MINDTREE,EQ,483.2,482.0,483.35,468.9,471.5,473.65,474.53,275869,130907105.2,6067,75851,27.5,2017,8,519.7912096706211,-1.9764072847682117,Negative,489.65332040418735,466.43239388152693,478.04285714285714
2017-08-09,MINDTREE,EQ,473.65,474.6,474.6,461.25,462.0,464.35,469.65,140954,66199261.05,6148,46116,32.72,2017,8,519.582730902208,-1.963475139871207,Negative,489.72126874458263,463.51444554113175,476.6178571428572
2017-08-10,MINDTREE,EQ,464.35,461.7,465.65,442.45,453.95,451.3,456.27,220211,100476761.35,6685,70490,32.01,2017,8,519.1839285536685,-2.8103801012167584,Negative,492.35140091443765,456.17717051413393,474.2642857142858
2017-08-11,MINDTREE,EQ,451.3,450.0,461.2,440.6,455.05,457.15,454.54,238168,108257618.2,6132,85229,35.79,2017,8,518.7945376291088,1.2962552625747747,Positive,491.754278434455,453.0028644226879,472.37857142857143
2017-08-14,MINDTREE,EQ,457.15,459.0,469.0,459.0,465.2,467.25,463.68,160503,74421797.1,5427,71505,44.55,2017,8,518.5774147074292,2.209340479055011,Positive,490.07667840882056,452.594750162608,471.3357142857143
2017-08-16,MINDTREE,EQ,467.25,469.1,470.0,461.5,468.05,468.0,464.89,123268,57306655.3,3741,46484,37.71,2017,8,518.4143184026561,0.16051364365972098,Slight or No change,488.5529319012987,452.37563952727277,470.4642857142857
2017-08-17,MINDTREE,EQ,468.0,468.1,480.0,468.05,475.55,475.7,475.66,222738,105947662.2,4825,45223,20.3,2017,8,518.1668716658836,1.6452991452991397,Positive,487.21222709253993,452.8449157646029,470.0285714285714
2017-08-18,MINDTREE,EQ,475.7,475.7,479.9,462.5,467.0,466.2,468.33,257169,120440442.55,8192,58677,22.82,2017,8,517.8215975741806,-1.997056968677735,Negative,485.4583767380931,452.69876611904965,469.07857142857137
2017-08-21,MINDTREE,EQ,466.2,467.95,472.05,460.1,461.5,461.4,465.77,103305,48116370.9,2630,33927,32.84,2017,8,517.671412090587,-1.029601029601035,Negative,484.03229131048295,451.8319944038027,467.9321428571428
2017-08-22,MINDTREE,EQ,461.4,461.5,463.0,451.4,453.6,453.95,455.8,241643,110139867.35,8831,86413,35.76,2017,8,517.2771135691147,-1.6146510619852616,Negative,484.0648217855151,449.1351782144847,466.5999999999999
2017-08-23,MINDTREE,EQ,453.95,455.25,464.1,453.0,462.95,460.9,458.58,232458,106601737.25,6723,90872,39.09,2017,8,516.9435064307264,1.5310056173587272,Positive,482.97190069217515,448.45667073639606,465.7142857142856
2017-08-24,MINDTREE,EQ,460.9,459.35,469.1,459.35,468.75,468.2,465.46,85512,39802754.8,3449,25253,29.53,2017,8,516.8376328758411,1.583857669776534,Positive,483.1875159498113,448.5696269073313,465.8785714285713
2017-08-28,MINDTREE,EQ,468.2,468.6,480.6,468.6,478.0,478.0,476.51,367103,174927010.25,10203,127147,34.64,2017,8,516.4788320132134,2.093122597180685,Positive,484.6921525331553,448.05784746684446,466.3749999999999
2017-08-29,MINDTREE,EQ,478.0,477.0,478.0,466.9,467.3,472.1,473.96,310572,147198333.55,8892,106038,34.14,2017,8,516.134664571138,-1.2343096234309625,Negative,481.5756803569595,449.588605357326,465.58214285714274
2017-08-30,MINDTREE,EQ,472.1,473.0,476.0,459.0,462.9,462.1,467.09,310351,144961187.55,11186,55355,17.84,2017,8,515.7191324990984,-2.11819529760644,Negative,480.1377928955578,449.3764928187278,464.7571428571428
2017-08-31,MINDTREE,EQ,462.1,461.0,470.75,458.05,459.15,461.0,463.73,437018,202658911.6,13475,124571,28.5,2017,8,515.1329405027739,-0.2380437134819391,Slight or No change,480.0294710123087,449.0062432734054,464.51785714285705
2017-09-01,MINDTREE,EQ,461.0,463.3,466.6,459.3,460.0,460.85,462.28,219330,101392621.4,7141,43567,19.86,2017,9,514.8426491953844,-0.032537960954437395,Slight or No change,478.9472794511311,451.45272054886874,465.19999999999993
2017-09-04,MINDTREE,EQ,460.85,461.7,463.95,452.6,454.1,454.9,457.36,141380,64662131.5,4005,55140,39.0,2017,9,514.6367275345452,-1.2910925463817002,Negative,479.23718255589836,450.84138887267295,465.03928571428565
2017-09-05,MINDTREE,EQ,454.9,456.0,458.8,450.25,453.1,455.1,455.05,213952,97358609.9,7826,50908,23.79,2017,9,514.3288148957274,0.04396570674873868,Slight or No change,479.2455385354891,449.0973186073679,464.1714285714285
2017-09-06,MINDTREE,EQ,455.1,451.0,454.0,449.65,450.0,450.6,451.19,196333,88584444.75,5210,34604,17.63,2017,9,514.027792295125,-0.9887936717205004,Slight negative,479.4433067735983,446.4138360835446,462.92857142857144
2017-09-07,MINDTREE,EQ,450.6,450.9,455.0,443.9,445.25,445.25,447.89,262010,117352751.5,7729,77154,29.45,2017,9,513.5969612053643,-1.187305814469597,Negative,478.025935494887,443.4812073622559,460.75357142857143
2017-09-08,MINDTREE,EQ,445.25,444.95,456.5,439.05,441.4,442.85,447.05,818456,365891370.4,14696,320505,39.16,2017,9,512.2391854080329,-0.5390230207748425,Slight negative,478.4726023436574,439.6988262277713,459.08571428571435
2017-09-11,MINDTREE,EQ,442.85,443.0,451.45,443.0,447.45,446.6,447.01,706177,315670672.7,11885,317694,44.99,2017,9,511.1699606019204,0.8467878514169636,Slight positive,478.45787595702444,437.5992669001186,458.0285714285715
2017-09-12,MINDTREE,EQ,446.6,445.6,448.75,439.55,442.0,442.5,442.24,628471,277933150.2,13331,409324,65.13,2017,9,510.1886792243261,-0.91804746977161,Slight negative,479.20054335320293,435.2208852182259,457.2107142857144
2017-09-13,MINDTREE,EQ,442.5,443.0,449.25,443.0,445.5,444.25,445.75,365175,162777145.0,6995,155660,42.63,2017,9,509.6456894176762,0.395480225988698,Slight or No change,478.933390992352,433.10946615050545,456.0214285714287
2017-09-14,MINDTREE,EQ,444.25,447.5,463.7,444.75,463.65,462.55,456.6,995789,454674540.75,16333,293512,29.48,2017,9,508.61137025004206,4.119302194710195,Among top gainers,477.7929508341939,433.4427634515207,455.6178571428573
2017-09-15,MINDTREE,EQ,462.55,463.9,469.8,461.2,466.0,465.05,465.23,704455,327732918.7,16086,300556,42.67,2017,9,507.9449238191349,0.5404821100421621,Slight positive,473.70025882433634,435.68545546137835,454.69285714285735
2017-09-18,MINDTREE,EQ,465.05,467.9,474.6,466.5,471.95,472.95,470.75,451015,212315376.0,8676,219196,48.6,2017,9,507.6054757756907,1.6987420707450738,Positive,474.0043641908916,435.5027786662515,454.75357142857155
2017-09-19,MINDTREE,EQ,472.95,473.45,475.0,467.0,473.45,473.45,471.06,234782,110595850.0,5925,116627,49.67,2017,9,507.4338766825735,0.10571942065757957,Slight or No change,476.98183526065554,434.14673616791606,455.5642857142858
2017-09-20,MINDTREE,EQ,473.45,474.95,477.4,461.55,464.3,464.3,467.46,432822,202325973.75,6998,260121,60.1,2017,9,507.0380420394907,-1.9326222409969285,Negative,477.5453797037743,434.05462029622595,455.8000000000001
2017-09-21,MINDTREE,EQ,464.3,465.1,469.3,453.5,463.55,462.5,459.5,613293,281810595.7,17257,285510,46.55,2017,9,506.46633407294695,-0.3876803790652583,Slight or No change,477.7986041116393,434.0371101740752,455.91785714285726
2017-09-22,MINDTREE,EQ,462.5,461.75,471.85,459.35,464.8,464.2,465.86,365550,170293818.85,17063,120620,33.0,2017,9,506.145407028418,0.3675675675675727,Slight or No change,478.89028580446194,434.273999909824,456.58214285714297
2017-09-25,MINDTREE,EQ,464.2,460.0,468.6,451.1,463.05,465.05,460.21,516584,237737797.65,19176,226350,43.82,2017,9,505.70912837692816,0.18311072813443907,Slight or No change,480.0275090118473,434.5582052738672,457.29285714285726
2017-09-26,MINDTREE,EQ,465.05,464.9,472.0,460.05,469.9,471.1,468.08,251415,117682886.6,7329,93838,37.32,2017,9,505.53122940426147,1.300935383292123,Positive,482.2625221806646,435.2517635336213,458.7571428571429
2017-09-27,MINDTREE,EQ,471.1,467.45,474.95,456.4,461.0,458.8,464.2,414942,192616562.55,17658,233309,56.23,2017,9,505.13811644074735,-2.6109106346847817,Negative,481.9135538752914,437.53644612470873,459.7250000000001
2017-09-28,MINDTREE,EQ,458.8,460.9,466.05,452.05,460.0,461.9,461.73,954583,440757745.7,22923,675697,70.78,2017,9,504.3172380087524,0.6756756756756577,Slight positive,481.04044877583516,441.13097979559353,461.08571428571435
2017-09-29,MINDTREE,EQ,461.9,464.5,467.75,460.5,464.6,464.85,464.19,246685,114507844.3,16372,133805,54.24,2017,9,504.12455103585353,0.6386663780039159,Slight positive,480.57352143018045,444.20504999839113,462.3892857142858
2017-10-03,MINDTREE,EQ,464.85,465.0,482.05,465.0,480.05,479.2,478.36,518751,248150321.75,10480,139459,26.88,2017,10,503.87125807536097,3.087017317414209,Among top gainers,481.32942363189335,448.69200493953525,465.0107142857143
2017-10-04,MINDTREE,EQ,479.2,483.0,485.55,478.35,480.1,480.2,481.9,263337,126901599.9,6831,57447,21.82,2017,10,503.74976951835146,0.2086811352253859,Slight or No change,480.85513923606806,454.3020036210749,467.5785714285715
2017-10-05,MINDTREE,EQ,480.2,484.0,485.9,472.65,479.05,478.35,480.28,338782,162711831.05,8478,86651,25.58,2017,10,503.5831621685832,-0.3852561432736268,Slight or No change,482.803233812425,454.61105190186083,468.7071428571429
2017-10-06,MINDTREE,EQ,478.35,477.8,483.85,475.6,480.3,480.05,480.4,356652,171334569.7,10977,80703,22.63,2017,10,503.4217707886302,0.355388313996019,Slight or No change,484.9188241591919,454.63831869795104,469.77857142857147
2017-10-09,MINDTREE,EQ,480.05,482.0,485.0,474.2,477.6,479.65,479.89,302548,145188563.2,5576,140925,46.58,2017,10,503.28427419476657,-0.08332465368191544,Slight or No change,486.2299012597739,454.28438445451184,470.25714285714287
2017-10-10,MINDTREE,EQ,479.65,479.7,491.8,479.65,490.35,490.3,488.09,572305,279337719.5,11364,170252,29.75,2017,10,503.14374859244464,2.2203690190764065,Positive,490.6793822364858,452.24204633494287,471.46071428571435
2017-10-11,MINDTREE,EQ,490.3,490.35,495.5,477.35,484.05,486.3,486.71,691937,336769895.4,12000,327232,47.29,2017,10,502.92619331777456,-0.8158270446665283,Slight negative,493.2978246157879,452.7664610984979,473.0321428571429
2017-10-12,MINDTREE,EQ,486.3,484.1,495.8,477.05,485.0,483.35,487.02,1094199,532902162.6,12647,412007,37.65,2017,10,502.53435418213235,-0.6066214271026049,Slight negative,494.515647516129,454.52720962672834,474.52142857142866
2017-10-13,MINDTREE,EQ,483.35,485.0,486.4,480.85,485.0,484.55,483.95,264025,127775009.75,7932,152670,57.82,2017,10,502.4479110196267,0.24826730112754716,Slight or No change,495.6938605537514,456.25613944624877,475.9750000000001
2017-10-16,MINDTREE,EQ,484.55,485.8,498.45,480.95,494.25,494.25,490.22,762619,373848460.65,13040,315943,41.43,2017,10,502.335653996067,2.0018573934578403,Positive,498.9444650014234,457.17696357000534,478.06071428571437
2017-10-17,MINDTREE,EQ,494.25,494.0,506.75,493.9,504.45,504.35,503.33,1020796,513795865.3,21305,404395,39.62,2017,10,502.3719106372642,2.0435002529084483,Positive,505.1253704372075,455.74605813422124,480.43571428571437
2017-10-18,MINDTREE,EQ,504.35,503.0,507.9,496.85,501.5,502.1,502.5,288536,144990302.4,5105,134591,46.65,2017,10,502.3705342621258,-0.44611876672945305,Slight or No change,507.3771228854893,459.68001997165373,483.5285714285715
2017-10-19,MINDTREE,EQ,502.1,500.0,501.8,495.15,496.0,497.35,497.97,46300,23055826.3,1655,16934,36.57,2017,10,502.36645962510283,-0.9460266879107726,Slight negative,507.41430085426344,464.7071277171654,486.0607142857144
2017-10-23,MINDTREE,EQ,497.35,494.2,507.75,494.2,504.9,502.95,501.36,403071,202084143.75,12794,183393,45.5,2017,10,502.3705536715825,1.1259676284306686,Positive,508.10600642777933,469.4582792865066,488.78214285714296
2017-10-24,MINDTREE,EQ,502.95,504.8,514.85,500.0,502.35,502.8,508.31,418949,212957017.0,14511,182138,43.47,2017,10,502.3736626296629,-0.029824038174763867,Slight or No change,510.30169020824843,470.6340240774661,490.46785714285727
2017-10-25,MINDTREE,EQ,502.8,503.5,510.0,502.05,506.95,507.15,506.83,453677,229938267.3,17575,195093,43.0,2017,10,502.41081573946093,0.8651551312649053,Slight positive,513.1439407899189,471.6417734957957,492.3928571428573
2017-10-26,MINDTREE,EQ,507.15,505.7,505.9,482.1,484.9,486.5,487.64,1729223,843243833.35,21851,998456,57.74,2017,10,501.9526655997448,-4.071773636991027,Among top losers,512.4469028345943,473.5030971654059,492.9750000000001
2017-10-27,MINDTREE,EQ,486.5,486.0,490.55,472.0,473.8,476.35,484.89,837203,405949000.05,9112,587607,70.19,2017,10,501.6006453619156,-2.08633093525179,Negative,513.0207034373741,472.40072513405465,492.7107142857144
2017-10-30,MINDTREE,EQ,476.35,475.75,485.55,475.25,479.0,479.55,481.01,281664,135484084.85,10876,98869,35.1,2017,10,501.4991140471898,0.6717749553899477,Slight positive,513.0334079440759,472.3737349130674,492.7035714285716
2017-10-31,MINDTREE,EQ,479.55,479.55,483.3,473.45,480.05,479.65,477.02,368425,175747285.9,7137,211940,57.53,2017,10,501.3683096104693,0.02085288291104881,Slight or No change,513.4245078867175,470.461206398997,491.94285714285724
2017-11-01,MINDTREE,EQ,479.65,483.3,484.0,471.0,473.1,474.75,476.51,328658,156610034.95,12038,198973,60.54,2017,11,501.2269090785047,-1.0215782341290502,Negative,514.3489572241897,467.88675706152486,491.11785714285725
2017-11-02,MINDTREE,EQ,474.75,471.7,475.1,469.1,473.6,473.85,471.94,288705,136251853.15,8616,137313,47.56,2017,11,501.09975121860055,-0.18957345971563067,Slight or No change,515.1553091239422,465.72326230462943,490.4392857142858
2017-11-03,MINDTREE,EQ,473.85,474.95,490.0,473.0,489.0,480.95,478.76,375817,179925803.2,9089,228558,60.82,2017,11,500.97865441344595,1.4983644613274059,Positive,515.234721632522,465.1295640817639,490.18214285714294
