,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Year,Month,VWAP,Day_Per_Change,Trend
33,MINDTREE,EQ,2017-06-30,528.7,529.1,532.0,523.0,530.9,529.0,527.44,470377,248097623.9,7901,245563,52.21,2017,6,528.6393677368935,0.0567429544164888,Slight or No change
34,MINDTREE,EQ,2017-07-03,529.0,530.9,534.0,525.1,529.0,529.05,528.71,823697,435494658.55,17213,486031,59.01,2017,7,528.6548298928424,0.009451795841197708,Slight or No change
35,MINDTREE,EQ,2017-07-04,529.05,535.0,535.95,529.05,535.0,534.4,532.27,912799,485857728.25,28323,597937,65.51,2017,7,528.8849599384272,1.0112465740478305,Positive
36,MINDTREE,EQ,2017-07-05,534.4,535.0,545.7,535.0,543.0,541.8,540.49,1592847,860913064.15,32898,980114,61.53,2017,7,529.7287267128451,1.384730538922141,Positive
37,MINDTREE,EQ,2017-07-06,541.8,542.0,546.6,539.6,545.9,544.8,542.96,820255,445366595.1,13739,498293,60.75,2017,7,530.2192737346707,0.5537098560354448,Slight positive
38,MINDTREE,EQ,2017-07-07,544.8,544.9,548.8,538.05,540.7,539.15,543.07,1034523,561821559.7,17271,693438,67.03,2017,7,530.5714311235822,-1.0370778267253966,Negative
39,MINDTREE,EQ,2017-07-10,539.15,539.0,539.0,518.9,529.1,529.65,530.06,81549,43225589.8,1502,47018,57.66,2017,7,530.568575877445,-1.7620328294537746,Negative
40,MINDTREE,EQ,2017-07-11,529.65,530.5,531.5,523.4,524.5,524.7,527.49,499551,263505935.45,9874,250482,50.14,2017,7,530.4592537482409,-0.9345794392523255,Slight negative
41,MINDTREE,EQ,2017-07-12,524.7,523.0,525.9,513.15,514.0,514.3,518.34,609499,315924801.5,9131,367221,60.25,2017,7,530.1001420815745,-1.9820850009529378,Negative
42,MINDTREE,EQ,2017-07-13,514.3,516.85,520.0,510.1,513.95,513.75,515.39,429212,221209563.35,11816,203188,47.34,2017,7,529.8482093229607,-0.1069414738479435,Slight or No change
43,MINDTREE,EQ,2017-07-14,513.75,513.75,518.8,510.55,514.0,514.95,514.91,692155,356397821.2,12260,394280,56.96,2017,7,529.4869915148128,0.23357664233576436,Slight or No change
44,MINDTREE,EQ,2017-07-17,514.95,515.9,520.35,512.15,514.25,514.0,517.04,819291,423604106.6,7607,495508,60.48,2017,7,529.054927039388,-0.18448393047869605,Slight or No change
45,MINDTREE,EQ,2017-07-18,514.0,516.9,516.9,506.0,507.15,508.4,510.12,462809,236088183.45,12582,157642,34.06,2017,7,528.7344640776937,-1.0894941634241317,Negative
46,MINDTREE,EQ,2017-07-19,508.4,511.75,520.0,505.25,506.05,506.65,511.0,1084370,554107922.7,15183,251332,23.18,2017,7,527.9598071752839,-0.34421715184893564,Slight or No change
47,MINDTREE,EQ,2017-07-20,506.65,485.0,500.0,482.5,484.65,484.3,489.92,2193659,1074726916.8,33883,564402,25.73,2017,7,525.0669787174818,-4.411329320043411,Among top losers
48,MINDTREE,EQ,2017-07-21,484.3,486.9,487.7,478.75,484.9,484.25,482.52,783117,377868220.4,14024,308124,39.35,2017,7,524.1238168979929,-0.010324179227749752,Slight or No change
