,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Year,Month,VWAP,Day_Per_Change,Trend
49,MINDTREE,EQ,2017-07-24,484.25,485.0,489.9,482.1,483.5,483.55,485.61,291492,141550963.4,11053,101811,34.93,2017,7,523.777820286031,-0.14455343314403457,Slight or No change
50,MINDTREE,EQ,2017-07-25,483.55,485.6,485.6,475.0,481.95,481.85,480.58,357817,171961482.9,12055,91149,25.47,2017,7,523.343470044703,-0.3515665391376266,Slight or No change
51,MINDTREE,EQ,2017-07-26,481.85,481.9,484.3,479.1,480.0,480.2,481.03,224292,107890090.7,5630,84660,37.75,2017,7,523.065117870716,-0.3424302168724802,Slight or No change
52,MINDTREE,EQ,2017-07-27,480.2,480.2,485.15,479.0,483.15,481.8,482.8,462695,223390930.3,12081,211090,45.62,2017,7,522.523115034737,0.33319450229072345,Slight or No change
53,MINDTREE,EQ,2017-07-28,481.8,483.15,483.15,476.75,479.0,479.5,478.9,118353,56679006.05,3282,42691,36.07,2017,7,522.3790534713875,-0.47737650477376325,Slight or No change
54,MINDTREE,EQ,2017-07-31,479.5,481.85,483.9,476.05,476.2,477.45,479.22,150644,72191931.1,3948,59542,39.52,2017,7,522.1883761439161,-0.4275286757038588,Slight or No change
55,MINDTREE,EQ,2017-08-01,477.45,477.35,479.2,469.45,472.35,472.6,474.85,371419,176368459.9,13465,183546,49.42,2017,8,521.6748728339394,-1.0158131741543563,Negative
56,MINDTREE,EQ,2017-08-02,472.6,474.0,476.45,470.0,474.0,473.3,473.94,188148,89170151.1,9400,104624,55.61,2017,8,521.4224396258461,0.14811680067710054,Slight or No change
57,MINDTREE,EQ,2017-08-03,473.3,470.05,473.25,461.5,462.95,465.9,467.1,215576,100695910.1,8860,104754,48.59,2017,8,521.0924448339794,-1.5634903866469596,Negative
58,MINDTREE,EQ,2017-08-04,465.9,464.8,473.25,461.75,472.2,471.05,467.36,439102,205217474.7,7820,259684,59.14,2017,8,520.493873332052,1.1053874221936155,Positive
59,MINDTREE,EQ,2017-08-07,471.05,471.0,485.35,468.1,484.0,483.2,479.88,357082,171355877.05,7136,201284,56.37,2017,8,520.1346094392055,2.579344018681673,Positive
60,MINDTREE,EQ,2017-08-08,483.2,482.0,483.35,468.9,471.5,473.65,474.53,275869,130907105.2,6067,75851,27.5,2017,8,519.7912096706212,-1.9764072847682113,Negative
61,MINDTREE,EQ,2017-08-09,473.65,474.6,474.6,461.25,462.0,464.35,469.65,140954,66199261.05,6148,46116,32.72,2017,8,519.582730902208,-1.963475139871207,Negative
62,MINDTREE,EQ,2017-08-10,464.35,461.7,465.65,442.45,453.95,451.3,456.27,220211,100476761.35,6685,70490,32.01,2017,8,519.1839285536685,-2.8103801012167584,Negative
63,MINDTREE,EQ,2017-08-11,451.3,450.0,461.2,440.6,455.05,457.15,454.54,238168,108257618.2,6132,85229,35.79,2017,8,518.7945376291088,1.2962552625747747,Positive
64,MINDTREE,EQ,2017-08-14,457.15,459.0,469.0,459.0,465.2,467.25,463.68,160503,74421797.1,5427,71505,44.55,2017,8,518.5774147074292,2.209340479055011,Positive
65,MINDTREE,EQ,2017-08-16,467.25,469.1,470.0,461.5,468.05,468.0,464.89,123268,57306655.3,3741,46484,37.71,2017,8,518.4143184026561,0.16051364365972098,Slight or No change
66,MINDTREE,EQ,2017-08-17,468.0,468.1,480.0,468.05,475.55,475.7,475.66,222738,105947662.2,4825,45223,20.3,2017,8,518.1668716658836,1.6452991452991395,Positive
67,MINDTREE,EQ,2017-08-18,475.7,475.7,479.9,462.5,467.0,466.2,468.33,257169,120440442.55,8192,58677,22.82,2017,8,517.8215975741806,-1.997056968677735,Negative
68,MINDTREE,EQ,2017-08-21,466.2,467.95,472.05,460.1,461.5,461.4,465.77,103305,48116370.9,2630,33927,32.84,2017,8,517.671412090587,-1.029601029601035,Negative
69,MINDTREE,EQ,2017-08-22,461.4,461.5,463.0,451.4,453.6,453.95,455.8,241643,110139867.35,8831,86413,35.76,2017,8,517.2771135691147,-1.6146510619852616,Negative
70,MINDTREE,EQ,2017-08-23,453.95,455.25,464.1,453.0,462.95,460.9,458.58,232458,106601737.25,6723,90872,39.09,2017,8,516.9435064307265,1.5310056173587272,Positive
71,MINDTREE,EQ,2017-08-24,460.9,459.35,469.1,459.35,468.75,468.2,465.46,85512,39802754.8,3449,25253,29.53,2017,8,516.8376328758411,1.5838576697765339,Positive
72,MINDTREE,EQ,2017-08-28,468.2,468.6,480.6,468.6,478.0,478.0,476.51,367103,174927010.25,10203,127147,34.64,2017,8,516.4788320132134,2.0931225971806855,Positive
73,MINDTREE,EQ,2017-08-29,478.0,477.0,478.0,466.9,467.3,472.1,473.96,310572,147198333.55,8892,106038,34.14,2017,8,516.134664571138,-1.2343096234309625,Negative
74,MINDTREE,EQ,2017-08-30,472.1,473.0,476.0,459.0,462.9,462.1,467.09,310351,144961187.55,11186,55355,17.84,2017,8,515.7191324990984,-2.11819529760644,Negative
75,MINDTREE,EQ,2017-08-31,462.1,461.0,470.75,458.05,459.15,461.0,463.73,437018,202658911.6,13475,124571,28.5,2017,8,515.1329405027739,-0.2380437134819391,Slight or No change
76,MINDTREE,EQ,2017-09-01,461.0,463.3,466.6,459.3,460.0,460.85,462.28,219330,101392621.4,7141,43567,19.86,2017,9,514.8426491953844,-0.032537960954437395,Slight or No change
77,MINDTREE,EQ,2017-09-04,460.85,461.7,463.95,452.6,454.1,454.9,457.36,141380,64662131.5,4005,55140,39.0,2017,9,514.6367275345452,-1.2910925463817002,Negative
78,MINDTREE,EQ,2017-09-05,454.9,456.0,458.8,450.25,453.1,455.1,455.05,213952,97358609.9,7826,50908,23.79,2017,9,514.3288148957275,0.043965706748738675,Slight or No change
79,MINDTREE,EQ,2017-09-06,455.1,451.0,454.0,449.65,450.0,450.6,451.19,196333,88584444.75,5210,34604,17.63,2017,9,514.027792295125,-0.9887936717205004,Slight negative
80,MINDTREE,EQ,2017-09-07,450.6,450.9,455.0,443.9,445.25,445.25,447.89,262010,117352751.5,7729,77154,29.45,2017,9,513.5969612053643,-1.187305814469597,Negative
81,MINDTREE,EQ,2017-09-08,445.25,444.95,456.5,439.05,441.4,442.85,447.05,818456,365891370.4,14696,320505,39.16,2017,9,512.2391854080328,-0.5390230207748425,Slight negative
82,MINDTREE,EQ,2017-09-11,442.85,443.0,451.45,443.0,447.45,446.6,447.01,706177,315670672.7,11885,317694,44.99,2017,9,511.16996060192037,0.8467878514169636,Slight positive
83,MINDTREE,EQ,2017-09-12,446.6,445.6,448.75,439.55,442.0,442.5,442.24,628471,277933150.2,13331,409324,65.13,2017,9,510.1886792243261,-0.9180474697716101,Slight negative
84,MINDTREE,EQ,2017-09-13,442.5,443.0,449.25,443.0,445.5,444.25,445.75,365175,162777145.0,6995,155660,42.63,2017,9,509.6456894176762,0.39548022598869803,Slight or No change
85,MINDTREE,EQ,2017-09-14,444.25,447.5,463.7,444.75,463.65,462.55,456.6,995789,454674540.75,16333,293512,29.48,2017,9,508.611370250042,4.119302194710195,Among top gainers
86,MINDTREE,EQ,2017-09-15,462.55,463.9,469.8,461.2,466.0,465.05,465.23,704455,327732918.7,16086,300556,42.67,2017,9,507.9449238191349,0.540482110042162,Slight positive
87,MINDTREE,EQ,2017-09-18,465.05,467.9,474.6,466.5,471.95,472.95,470.75,451015,212315376.0,8676,219196,48.6,2017,9,507.6054757756907,1.698742070745074,Positive
88,MINDTREE,EQ,2017-09-19,472.95,473.45,475.0,467.0,473.45,473.45,471.06,234782,110595850.0,5925,116627,49.67,2017,9,507.43387668257344,0.10571942065757955,Slight or No change
89,MINDTREE,EQ,2017-09-20,473.45,474.95,477.4,461.55,464.3,464.3,467.46,432822,202325973.75,6998,260121,60.1,2017,9,507.0380420394907,-1.9326222409969285,Negative
90,MINDTREE,EQ,2017-09-21,464.3,465.1,469.3,453.5,463.55,462.5,459.5,613293,281810595.7,17257,285510,46.55,2017,9,506.46633407294695,-0.3876803790652583,Slight or No change
91,MINDTREE,EQ,2017-09-22,462.5,461.75,471.85,459.35,464.8,464.2,465.86,365550,170293818.85,17063,120620,33.0,2017,9,506.14540702841794,0.3675675675675727,Slight or No change
92,MINDTREE,EQ,2017-09-25,464.2,460.0,468.6,451.1,463.05,465.05,460.21,516584,237737797.65,19176,226350,43.82,2017,9,505.70912837692816,0.18311072813443907,Slight or No change
93,MINDTREE,EQ,2017-09-26,465.05,464.9,472.0,460.05,469.9,471.1,468.08,251415,117682886.6,7329,93838,37.32,2017,9,505.53122940426147,1.3009353832921233,Positive
94,MINDTREE,EQ,2017-09-27,471.1,467.45,474.95,456.4,461.0,458.8,464.2,414942,192616562.55,17658,233309,56.23,2017,9,505.1381164407474,-2.610910634684782,Negative
95,MINDTREE,EQ,2017-09-28,458.8,460.9,466.05,452.05,460.0,461.9,461.73,954583,440757745.7,22923,675697,70.78,2017,9,504.3172380087524,0.6756756756756577,Slight positive
96,MINDTREE,EQ,2017-09-29,461.9,464.5,467.75,460.5,464.6,464.85,464.19,246685,114507844.3,16372,133805,54.24,2017,9,504.12455103585353,0.6386663780039159,Slight positive
97,MINDTREE,EQ,2017-10-03,464.85,465.0,482.05,465.0,480.05,479.2,478.36,518751,248150321.75,10480,139459,26.88,2017,10,503.87125807536097,3.087017317414209,Among top gainers
98,MINDTREE,EQ,2017-10-04,479.2,483.0,485.55,478.35,480.1,480.2,481.9,263337,126901599.9,6831,57447,21.82,2017,10,503.74976951835146,0.2086811352253859,Slight or No change
99,MINDTREE,EQ,2017-10-05,480.2,484.0,485.9,472.65,479.05,478.35,480.28,338782,162711831.05,8478,86651,25.58,2017,10,503.58316216858316,-0.3852561432736268,Slight or No change
100,MINDTREE,EQ,2017-10-06,478.35,477.8,483.85,475.6,480.3,480.05,480.4,356652,171334569.7,10977,80703,22.63,2017,10,503.4217707886302,0.355388313996019,Slight or No change
101,MINDTREE,EQ,2017-10-09,480.05,482.0,485.0,474.2,477.6,479.65,479.89,302548,145188563.2,5576,140925,46.58,2017,10,503.28427419476657,-0.08332465368191544,Slight or No change
102,MINDTREE,EQ,2017-10-10,479.65,479.7,491.8,479.65,490.35,490.3,488.09,572305,279337719.5,11364,170252,29.75,2017,10,503.14374859244464,2.220369019076407,Positive
103,MINDTREE,EQ,2017-10-11,490.3,490.35,495.5,477.35,484.05,486.3,486.71,691937,336769895.4,12000,327232,47.29,2017,10,502.92619331777456,-0.8158270446665283,Slight negative
104,MINDTREE,EQ,2017-10-12,486.3,484.1,495.8,477.05,485.0,483.35,487.02,1094199,532902162.6,12647,412007,37.65,2017,10,502.5343541821324,-0.6066214271026049,Slight negative
105,MINDTREE,EQ,2017-10-13,483.35,485.0,486.4,480.85,485.0,484.55,483.95,264025,127775009.75,7932,152670,57.82,2017,10,502.4479110196267,0.24826730112754714,Slight or No change
106,MINDTREE,EQ,2017-10-16,484.55,485.8,498.45,480.95,494.25,494.25,490.22,762619,373848460.65,13040,315943,41.43,2017,10,502.335653996067,2.00185739345784,Positive
107,MINDTREE,EQ,2017-10-17,494.25,494.0,506.75,493.9,504.45,504.35,503.33,1020796,513795865.3,21305,404395,39.62,2017,10,502.37191063726414,2.043500252908448,Positive
108,MINDTREE,EQ,2017-10-18,504.35,503.0,507.9,496.85,501.5,502.1,502.5,288536,144990302.4,5105,134591,46.65,2017,10,502.3705342621258,-0.44611876672945305,Slight or No change
109,MINDTREE,EQ,2017-10-19,502.1,500.0,501.8,495.15,496.0,497.35,497.97,46300,23055826.3,1655,16934,36.57,2017,10,502.3664596251028,-0.9460266879107726,Slight negative
110,MINDTREE,EQ,2017-10-23,497.35,494.2,507.75,494.2,504.9,502.95,501.36,403071,202084143.75,12794,183393,45.5,2017,10,502.3705536715825,1.1259676284306686,Positive
111,MINDTREE,EQ,2017-10-24,502.95,504.8,514.85,500.0,502.35,502.8,508.31,418949,212957017.0,14511,182138,43.47,2017,10,502.3736626296629,-0.029824038174763867,Slight or No change
112,MINDTREE,EQ,2017-10-25,502.8,503.5,510.0,502.05,506.95,507.15,506.83,453677,229938267.3,17575,195093,43.0,2017,10,502.41081573946093,0.8651551312649053,Slight positive
113,MINDTREE,EQ,2017-10-26,507.15,505.7,505.9,482.1,484.9,486.5,487.64,1729223,843243833.35,21851,998456,57.74,2017,10,501.9526655997448,-4.071773636991027,Among top losers
114,MINDTREE,EQ,2017-10-27,486.5,486.0,490.55,472.0,473.8,476.35,484.89,837203,405949000.05,9112,587607,70.19,2017,10,501.60064536191555,-2.08633093525179,Negative
115,MINDTREE,EQ,2017-10-30,476.35,475.75,485.55,475.25,479.0,479.55,481.01,281664,135484084.85,10876,98869,35.1,2017,10,501.4991140471898,0.6717749553899477,Slight positive
116,MINDTREE,EQ,2017-10-31,479.55,479.55,483.3,473.45,480.05,479.65,477.02,368425,175747285.9,7137,211940,57.53,2017,10,501.3683096104693,0.02085288291104881,Slight or No change
117,MINDTREE,EQ,2017-11-01,479.65,483.3,484.0,471.0,473.1,474.75,476.51,328658,156610034.95,12038,198973,60.54,2017,11,501.2269090785047,-1.0215782341290502,Negative
118,MINDTREE,EQ,2017-11-02,474.75,471.7,475.1,469.1,473.6,473.85,471.94,288705,136251853.15,8616,137313,47.56,2017,11,501.09975121860055,-0.18957345971563067,Slight or No change
119,MINDTREE,EQ,2017-11-03,473.85,474.95,490.0,473.0,489.0,480.95,478.76,375817,179925803.2,9089,228558,60.82,2017,11,500.97865441344595,1.498364461327406,Positive
120,MINDTREE,EQ,2017-11-06,480.95,485.0,489.0,481.65,485.1,486.8,485.61,210264,102106946.35,4726,103710,49.32,2017,11,500.9311396375134,1.2163426551616618,Positive
121,MINDTREE,EQ,2017-11-07,486.8,487.9,504.8,479.4,486.0,484.55,493.38,1395626,688578627.45,22459,402008,28.8,2017,11,500.5746986252106,-0.46220213640099095,Slight or No change
122,MINDTREE,EQ,2017-11-08,484.55,486.0,498.3,486.0,496.0,493.35,493.66,552329,272663784.45,11321,188325,34.1,2017,11,500.5130152363319,1.8161180476730987,Positive
123,MINDTREE,EQ,2017-11-09,493.35,498.0,499.0,486.25,494.3,493.75,492.76,300417,148034291.0,7196,118829,39.55,2017,11,500.4817541980209,0.08107834194790442,Slight or No change
124,MINDTREE,EQ,2017-11-10,493.75,489.05,502.8,489.05,493.1,494.25,497.14,359259,178603199.65,8447,116285,32.37,2017,11,500.447496162827,0.10126582278480178,Slight or No change
125,MINDTREE,EQ,2017-11-13,494.25,493.1,509.45,492.4,509.0,507.6,503.94,671685,338486325.95,14888,253963,37.81,2017,11,500.5202619643627,2.7010622154780117,Positive
126,MINDTREE,EQ,2017-11-14,507.6,511.0,514.0,495.25,497.25,497.5,505.77,648526,328006520.1,19228,193044,29.77,2017,11,500.4908834084866,-1.9897557131599686,Negative
127,MINDTREE,EQ,2017-11-15,497.5,497.5,504.0,490.0,495.05,492.25,496.88,387896,192735993.5,9894,128075,33.02,2017,11,500.4432152794946,-1.0552763819095423,Negative
128,MINDTREE,EQ,2017-11-16,492.25,491.3,512.0,490.45,510.7,510.8,504.17,640819,323084849.05,16093,252008,39.33,2017,11,500.5412475284498,3.768410360589125,Among top gainers
129,MINDTREE,EQ,2017-11-17,510.8,515.0,519.95,506.7,516.45,516.45,514.29,913262,469681126.55,20067,436779,47.83,2017,11,500.75299624497654,1.1061080657791766,Positive
130,MINDTREE,EQ,2017-11-20,516.45,517.0,517.25,505.0,506.65,507.5,509.25,352455,179489165.9,12479,196259,55.68,2017,11,500.7874771556367,-1.732984800077464,Negative
131,MINDTREE,EQ,2017-11-21,507.5,506.85,515.0,502.1,506.1,507.9,510.92,430898,220155427.15,21828,127870,29.68,2017,11,500.83164002035545,0.07881773399014413,Slight or No change
132,MINDTREE,EQ,2017-11-22,507.9,509.1,521.5,509.1,518.4,519.45,518.6,784393,406785211.95,23176,309307,39.43,2017,11,501.0397308451747,2.2740696987596065,Positive
133,MINDTREE,EQ,2017-11-23,519.45,521.0,523.65,508.05,513.15,513.3,514.35,401262,206390033.75,12646,112743,28.1,2017,11,501.10943037237604,-1.183944556742722,Negative
134,MINDTREE,EQ,2017-11-24,513.3,513.9,517.8,508.0,513.5,512.45,512.63,308781,158291380.3,15023,104290,33.77,2017,11,501.1588263346941,-0.1655951685174184,Slight or No change
135,MINDTREE,EQ,2017-11-27,512.45,523.0,555.0,516.1,550.7,550.05,538.94,2660906,1434060090.4,64312,754657,28.36,2017,11,502.9275634259924,7.337301200117063,Bull run
136,MINDTREE,EQ,2017-11-28,550.05,545.1,550.0,541.3,546.0,545.85,544.75,533637,290700154.05,16075,163561,30.65,2017,11,503.2367310954265,-0.7635669484592156,Slight negative
137,MINDTREE,EQ,2017-11-29,545.85,545.1,562.4,544.3,546.1,548.7,555.62,1242855,690549432.5,25515,249521,20.08,2017,11,503.98683197739234,0.522121461940106,Slight positive
138,MINDTREE,EQ,2017-11-30,548.7,548.0,550.0,530.75,536.65,539.2,542.93,613815,333259619.75,14534,293849,47.87,2017,11,504.2714462363485,-1.7313650446509898,Negative
139,MINDTREE,EQ,2017-12-01,539.2,539.45,547.6,527.45,530.5,529.9,539.5,277028,149455473.65,8714,56836,20.52,2017,12,504.36459572229813,-1.7247774480712241,Negative
140,MINDTREE,EQ,2017-12-04,529.9,530.6,555.1,530.6,555.1,552.75,549.08,1185727,651064347.8,29849,275403,23.23,2017,12,505.10578240115655,4.312134364974529,Among top gainers
141,MINDTREE,EQ,2017-12-05,552.75,556.0,564.0,534.7,541.0,539.95,547.94,1371639,751570309.3,31049,308111,22.46,2017,12,505.7124777622496,-2.3156942559927507,Negative
142,MINDTREE,EQ,2017-12-06,539.95,539.95,549.55,536.65,540.5,539.85,543.32,549205,298392666.85,20289,107240,19.53,2017,12,505.9488243701019,-0.018520233354946125,Slight or No change
143,MINDTREE,EQ,2017-12-07,539.85,542.0,559.0,542.0,556.9,556.9,553.09,700508,387441987.25,17034,192058,27.42,2017,12,506.39482133801914,3.1582847087153754,Among top gainers
144,MINDTREE,EQ,2017-12-08,556.9,556.7,575.9,542.4,546.3,546.1,563.55,2139850,1205903193.05,42278,507928,23.74,2017,12,507.42885565566684,-1.9393068773567834,Negative
145,MINDTREE,EQ,2017-12-11,546.1,550.2,555.9,536.4,545.85,545.85,546.06,644109,351721873.8,21807,173708,26.97,2017,12,507.7276985578563,-0.045779161325765205,Slight or No change
146,MINDTREE,EQ,2017-12-12,545.85,549.95,566.0,544.25,561.9,564.45,558.86,1272972,711414859.05,32355,463102,36.38,2017,12,508.5864367273133,3.407529541082721,Among top gainers
147,MINDTREE,EQ,2017-12-13,564.45,564.95,573.0,560.2,562.5,564.2,567.6,971881,551635447.15,27190,169354,17.43,2017,12,509.2219006306968,-0.04429090264859159,Slight or No change
148,MINDTREE,EQ,2017-12-14,564.2,564.25,572.0,555.55,567.5,565.6,565.06,590777,333827363.3,12092,148052,25.06,2017,12,509.6107890391864,0.2481389578163684,Slight or No change
149,MINDTREE,EQ,2017-12-15,565.6,570.0,573.0,560.6,566.0,566.55,565.77,329791,186584403.6,8750,99694,30.23,2017,12,509.82919885092343,0.1679632248938967,Slight or No change
150,MINDTREE,EQ,2017-12-18,566.55,566.0,578.9,537.0,576.0,575.65,572.34,765389,438059761.8,14259,263964,34.49,2017,12,510.4099875428802,1.6062130438619704,Positive
151,MINDTREE,EQ,2017-12-19,575.65,576.1,580.25,570.0,570.0,571.3,575.13,357364,205531850.4,12710,164524,46.04,2017,12,510.659817246996,-0.7556675062972307,Slight negative
152,MINDTREE,EQ,2017-12-20,571.3,572.0,581.05,566.05,577.15,577.45,575.26,411708,236839404.05,11517,166182,40.36,2017,12,510.97404252377004,1.0764922107474373,Positive
153,MINDTREE,EQ,2017-12-21,577.45,576.2,579.9,573.5,577.8,576.65,576.66,252372,145532740.35,9049,98866,39.17,2017,12,511.16290083518555,-0.1385401333448888,Slight or No change
154,MINDTREE,EQ,2017-12-22,576.65,577.8,604.0,577.0,599.8,599.7,595.37,1462664,870829288.9,34166,287663,19.67,2017,12,512.6142772217743,3.997225353333933,Among top gainers
155,MINDTREE,EQ,2017-12-26,599.7,593.0,603.5,590.05,596.55,598.45,597.3,614201,366865294.8,15699,151357,24.64,2017,12,513.2011033976462,-0.2084375521093862,Slight or No change
156,MINDTREE,EQ,2017-12-27,598.45,596.5,619.95,596.1,608.4,611.1,609.45,910025,554619160.2,17656,237032,26.05,2017,12,514.1828174190484,2.1137939677500217,Positive
157,MINDTREE,EQ,2017-12-28,611.1,611.8,626.5,608.2,608.5,613.0,618.93,1052556,651454178.15,21430,223568,21.24,2017,12,515.3158004541273,0.3109147439044335,Slight or No change
158,MINDTREE,EQ,2017-12-29,613.0,616.9,620.35,598.15,612.45,612.4,611.07,545902,333585049.75,11344,99506,18.23,2017,12,515.8896976331532,-0.09787928221860476,Slight or No change
159,MINDTREE,EQ,2018-01-01,612.4,610.8,618.35,605.3,606.05,606.9,610.63,318744,194634109.05,6312,107284,33.66,2018,1,516.202742813911,-0.8981058131939945,Slight negative
160,MINDTREE,EQ,2018-01-02,606.9,603.05,611.35,598.0,605.05,605.05,604.0,528274,319075916.95,10102,110148,20.85,2018,1,516.706369720942,-0.30482781347833665,Slight or No change
161,MINDTREE,EQ,2018-01-03,605.05,606.0,613.8,595.7,599.5,599.3,606.68,853218,517627964.5,13411,276474,32.4,2018,1,517.4556672227764,-0.950334683084042,Slight negative
162,MINDTREE,EQ,2018-01-04,599.3,601.0,605.75,593.05,599.45,599.9,599.41,1122243,672683369.1,19195,651722,58.07,2018,1,518.4278408854074,0.10011680293675607,Slight or No change
163,MINDTREE,EQ,2018-01-05,599.9,600.5,605.0,597.0,602.0,602.3,600.57,908732,545760501.55,12565,579769,63.8,2018,1,519.2211137991957,0.40006667777963134,Slight or No change
164,MINDTREE,EQ,2018-01-08,602.3,602.5,643.2,602.5,633.0,632.65,630.79,1802300,1136866438.35,39526,394511,21.89,2018,1,521.3096813369806,5.0390171011124085,Among top gainers
165,MINDTREE,EQ,2018-01-09,632.65,632.5,632.5,615.35,622.75,626.05,622.49,422846,263218998.2,13022,82992,19.63,2018,1,521.7602093456173,-1.043230854342847,Negative
166,MINDTREE,EQ,2018-01-10,626.05,625.95,633.0,620.55,624.0,623.85,626.79,854033,535296942.3,18241,96683,11.32,2018,1,522.6394868396978,-0.35140963181853335,Slight or No change
167,MINDTREE,EQ,2018-01-11,623.85,627.0,638.0,617.6,621.95,621.2,628.84,1164044,731999673.45,21994,210784,18.11,2018,1,523.783083210528,-0.4247815981405778,Slight or No change
168,MINDTREE,EQ,2018-01-12,621.2,625.0,637.0,623.05,633.0,633.75,629.78,1045673,658543459.05,40658,492058,47.06,2018,1,524.9174541668824,2.0202833226014016,Positive
169,MINDTREE,EQ,2018-01-15,633.75,635.0,640.85,622.65,627.15,627.5,633.48,471138,298458377.9,20555,216388,45.93,2018,1,525.3920292526295,-0.9861932938856066,Slight negative
170,MINDTREE,EQ,2018-01-16,627.5,631.95,635.45,616.6,618.8,619.75,626.97,518830,325289119.5,16203,152362,29.37,2018,1,525.8703068834772,-1.2350597609561698,Negative
171,MINDTREE,EQ,2018-01-17,619.75,621.0,629.8,615.0,622.0,624.85,624.34,686332,428504322.95,19219,133921,19.51,2018,1,526.5295634181647,0.822912464703518,Slight positive
172,MINDTREE,EQ,2018-01-18,624.85,665.2,693.6,663.2,681.15,684.15,679.4,6947714,4720256501.1,110058,610361,8.79,2018,1,536.4857148170493,9.49027766663999,Bull run
173,MINDTREE,EQ,2018-01-19,684.15,685.0,706.0,671.2,705.0,702.4,689.79,2401933,1656834550.6,52810,313509,13.05,2018,1,540.031398369595,2.6675436673244235,Positive
174,MINDTREE,EQ,2018-01-22,702.4,700.0,764.3,693.45,753.0,757.35,741.57,5595004,4149078691.85,108498,844332,15.09,2018,1,550.3365473265778,7.823177676537596,Bull run
175,MINDTREE,EQ,2018-01-23,757.35,750.0,775.0,742.9,762.5,762.55,761.79,2763558,2105261850.9,56964,658642,23.83,2018,1,555.193274200929,0.6866046081732247,Slight positive
176,MINDTREE,EQ,2018-01-24,762.55,758.0,784.0,748.8,754.3,753.45,767.34,4376579,3358327272.2,92458,1170743,26.75,2018,1,562.1275774374058,-1.193364369549521,Negative
177,MINDTREE,EQ,2018-01-25,753.45,762.8,770.25,747.0,750.0,749.55,757.7,1800526,1364250471.55,51348,665777,36.98,2018,1,564.786198336544,-0.517618952817056,Slight negative
178,MINDTREE,EQ,2018-01-29,749.55,750.0,770.8,749.0,760.1,761.95,763.94,1733599,1324365236.85,44097,644279,37.16,2018,1,567.4427599291586,1.6543259288906764,Positive
179,MINDTREE,EQ,2018-01-30,761.95,758.0,772.7,756.0,762.25,764.45,765.46,1023279,783279452.4,21319,326813,31.94,2018,1,568.9972214232256,0.3281055187348336,Slight or No change
180,MINDTREE,EQ,2018-01-31,764.45,774.0,779.15,762.55,768.0,770.0,770.36,1590667,1225386278.75,41039,478479,30.08,2018,1,571.4327355014166,0.7260121656092577,Slight positive
181,MINDTREE,EQ,2018-02-01,770.0,765.55,769.0,745.05,757.75,753.6,757.46,936000,708983789.6,42431,352018,37.61,2018,2,572.7223799582431,-2.129870129870126,Negative
182,MINDTREE,EQ,2018-02-02,753.6,750.0,758.0,730.2,735.2,735.15,744.87,902642,672353527.85,34408,268491,29.75,2018,2,573.8237780279435,-2.4482484076433164,Negative
183,MINDTREE,EQ,2018-02-05,735.15,720.05,727.95,683.4,711.2,705.0,700.27,1709873,1197373385.95,45497,381884,22.33,2018,2,575.4873626402235,-4.101203835951839,Among top losers
184,MINDTREE,EQ,2018-02-06,705.0,662.0,723.5,662.0,719.4,720.7,710.1,2091682,1485301172.8,72490,729303,34.87,2018,2,577.7057639471533,2.2269503546099356,Positive
185,MINDTREE,EQ,2018-02-07,720.7,728.4,728.45,714.7,715.95,717.45,720.81,893481,644027734.55,28142,378442,42.36,2018,2,578.6117769039774,-0.4509504648258611,Slight or No change
186,MINDTREE,EQ,2018-02-08,717.45,721.0,750.0,717.4,733.35,733.3,736.8,1430828,1054241127.1,60686,584972,40.88,2018,2,580.201326348627,2.209213185587844,Positive
187,MINDTREE,EQ,2018-02-09,733.3,725.0,732.65,713.7,717.25,717.2,720.54,669860,482657777.75,28957,256033,38.22,2018,2,580.8572382219953,-2.1955543433792357,Negative
188,MINDTREE,EQ,2018-02-12,717.2,721.7,727.6,716.2,722.0,722.4,722.17,741147,535237280.95,30580,274894,37.09,2018,2,581.6030729753182,0.7250418293363037,Slight positive
189,MINDTREE,EQ,2018-02-14,722.4,724.9,738.75,719.75,723.65,723.6,731.02,1028773,752049816.1,29286,476094,46.28,2018,2,582.634133403515,0.16611295681063787,Slight or No change
190,MINDTREE,EQ,2018-02-15,723.6,732.5,732.5,694.4,704.5,701.6,713.21,540597,385560956.65,16226,97871,18.1,2018,2,583.0863304196852,-3.0403537866224406,Among top losers
191,MINDTREE,EQ,2018-02-16,701.6,705.4,720.0,705.05,712.8,713.2,711.95,700799,498936154.8,20320,172242,24.58,2018,2,583.7243196735592,1.6533637400228063,Positive
192,MINDTREE,EQ,2018-02-19,713.2,708.0,713.95,680.55,692.0,691.55,692.45,877372,607535395.75,24079,370748,42.26,2018,2,584.3821972167141,-3.035614133482911,Among top losers
193,MINDTREE,EQ,2018-02-20,691.55,696.75,704.95,687.4,700.1,697.8,697.96,480291,335226011.1,22783,109854,22.87,2018,2,584.759749104253,0.9037669004410276,Slight positive
194,MINDTREE,EQ,2018-02-21,697.8,696.0,728.3,696.0,727.65,726.15,723.47,2196558,1589153742.3,64976,668466,30.43,2018,2,586.880019058351,4.062768701633712,Among top gainers
